Customer ID,InvoiceDate,Invoice,Quantity,Price
10001,2024-01-02 00:00:00,INV-10001-0,1,10.0
10001,2024-01-13 00:00:00,INV-10001-1,2,10.5
10001,2024-01-24 00:00:00,INV-10001-2,3,11.0
10001,2024-02-04 00:00:00,INV-10001-3,1,11.5
10001,2024-02-15 00:00:00,INV-10001-4,2,12.0
10001,2024-02-26 00:00:00,INV-10001-5,3,12.5
10002,2024-01-03 00:00:00,INV-10002-0,1,10.0
10002,2024-01-14 00:00:00,INV-10002-1,2,10.5
10002,2024-01-25 00:00:00,INV-10002-2,3,11.0
10002,2024-02-05 00:00:00,INV-10002-3,1,11.5
10002,2024-02-16 00:00:00,INV-10002-4,2,12.0
10002,2024-02-27 00:00:00,INV-10002-5,3,12.5
10003,2024-01-04 00:00:00,INV-10003-0,1,10.0
10003,2024-01-15 00:00:00,INV-10003-1,2,10.5
10003,2024-01-26 00:00:00,INV-10003-2,3,11.0
10003,2024-02-06 00:00:00,INV-10003-3,1,11.5
10003,2024-02-17 00:00:00,INV-10003-4,2,12.0
10003,2024-02-28 00:00:00,INV-10003-5,3,12.5
10004,2024-01-05 00:00:00,INV-10004-0,1,10.0
10004,2024-01-16 00:00:00,INV-10004-1,2,10.5
10004,2024-01-27 00:00:00,INV-10004-2,3,11.0
10004,2024-02-07 00:00:00,INV-10004-3,1,11.5
10004,2024-02-18 00:00:00,INV-10004-4,2,12.0
10004,2024-02-29 00:00:00,INV-10004-5,3,12.5
10005,2024-01-01 00:00:00,INV-10005-0,1,10.0
10005,2024-01-12 00:00:00,INV-10005-1,2,10.5
10005,2024-01-23 00:00:00,INV-10005-2,3,11.0
10005,2024-02-03 00:00:00,INV-10005-3,1,11.5
10005,2024-02-14 00:00:00,INV-10005-4,2,12.0
10005,2024-02-25 00:00:00,INV-10005-5,3,12.5
10006,2024-01-02 00:00:00,INV-10006-0,1,10.0
10006,2024-01-13 00:00:00,INV-10006-1,2,10.5
10006,2024-01-24 00:00:00,INV-10006-2,3,11.0
10006,2024-02-04 00:00:00,INV-10006-3,1,11.5
10006,2024-02-15 00:00:00,INV-10006-4,2,12.0
10006,2024-02-26 00:00:00,INV-10006-5,3,12.5
10007,2024-01-03 00:00:00,INV-10007-0,1,10.0
10007,2024-01-14 00:00:00,INV-10007-1,2,10.5
10007,2024-01-25 00:00:00,INV-10007-2,3,11.0
10007,2024-02-05 00:00:00,INV-10007-3,1,11.5
10007,2024-02-16 00:00:00,INV-10007-4,2,12.0
10007,2024-02-27 00:00:00,INV-10007-5,3,12.5
10008,2024-01-04 00:00:00,INV-10008-0,1,10.0
10008,2024-01-15 00:00:00,INV-10008-1,2,10.5
10008,2024-01-26 00:00:00,INV-10008-2,3,11.0
10008,2024-02-06 00:00:00,INV-10008-3,1,11.5
10008,2024-02-17 00:00:00,INV-10008-4,2,12.0
10008,2024-02-28 00:00:00,INV-10008-5,3,12.5
10009,2024-01-05 00:00:00,INV-10009-0,1,10.0
10009,2024-01-16 00:00:00,INV-10009-1,2,10.5
10009,2024-01-27 00:00:00,INV-10009-2,3,11.0
10009,2024-02-07 00:00:00,INV-10009-3,1,11.5
10009,2024-02-18 00:00:00,INV-10009-4,2,12.0
10009,2024-02-29 00:00:00,INV-10009-5,3,12.5
10010,2024-01-01 00:00:00,INV-10010-0,1,10.0
10010,2024-01-12 00:00:00,INV-10010-1,2,10.5
10010,2024-01-23 00:00:00,INV-10010-2,3,11.0
10010,2024-02-03 00:00:00,INV-10010-3,1,11.5
10010,2024-02-14 00:00:00,INV-10010-4,2,12.0
10010,2024-02-25 00:00:00,INV-10010-5,3,12.5
10011,2024-01-02 00:00:00,INV-10011-0,1,10.0
10011,2024-01-13 00:00:00,INV-10011-1,2,10.5
10011,2024-01-24 00:00:00,INV-10011-2,3,11.0
10011,2024-02-04 00:00:00,INV-10011-3,1,11.5
10011,2024-02-15 00:00:00,INV-10011-4,2,12.0
10011,2024-02-26 00:00:00,INV-10011-5,3,12.5
10012,2024-01-03 00:00:00,INV-10012-0,1,10.0
10012,2024-01-14 00:00:00,INV-10012-1,2,10.5
10012,2024-01-25 00:00:00,INV-10012-2,3,11.0
10012,2024-02-05 00:00:00,INV-10012-3,1,11.5
10012,2024-02-16 00:00:00,INV-10012-4,2,12.0
10012,2024-02-27 00:00:00,INV-10012-5,3,12.5
10013,2024-01-04 00:00:00,INV-10013-0,1,10.0
10013,2024-01-15 00:00:00,INV-10013-1,2,10.5
10013,2024-01-26 00:00:00,INV-10013-2,3,11.0
10013,2024-02-06 00:00:00,INV-10013-3,1,11.5
10013,2024-02-17 00:00:00,INV-10013-4,2,12.0
10013,2024-02-28 00:00:00,INV-10013-5,3,12.5
10014,2024-01-05 00:00:00,INV-10014-0,1,10.0
10014,2024-01-16 00:00:00,INV-10014-1,2,10.5
10014,2024-01-27 00:00:00,INV-10014-2,3,11.0
10014,2024-02-07 00:00:00,INV-10014-3,1,11.5
10014,2024-02-18 00:00:00,INV-10014-4,2,12.0
10014,2024-02-29 00:00:00,INV-10014-5,3,12.5
10015,2024-01-01 00:00:00,INV-10015-0,1,10.0
10015,2024-01-12 00:00:00,INV-10015-1,2,10.5
10015,2024-01-23 00:00:00,INV-10015-2,3,11.0
10015,2024-02-03 00:00:00,INV-10015-3,1,11.5
10015,2024-02-14 00:00:00,INV-10015-4,2,12.0
10015,2024-02-25 00:00:00,INV-10015-5,3,12.5
10016,2024-01-02 00:00:00,INV-10016-0,1,10.0
10016,2024-01-13 00:00:00,INV-10016-1,2,10.5
10016,2024-01-24 00:00:00,INV-10016-2,3,11.0
10016,2024-02-04 00:00:00,INV-10016-3,1,11.5
10016,2024-02-15 00:00:00,INV-10016-4,2,12.0
10016,2024-02-26 00:00:00,INV-10016-5,3,12.5
10017,2024-01-03 00:00:00,INV-10017-0,1,10.0
10017,2024-01-14 00:00:00,INV-10017-1,2,10.5
10017,2024-01-25 00:00:00,INV-10017-2,3,11.0
10017,2024-02-05 00:00:00,INV-10017-3,1,11.5
10017,2024-02-16 00:00:00,INV-10017-4,2,12.0
10017,2024-02-27 00:00:00,INV-10017-5,3,12.5
10018,2024-01-04 00:00:00,INV-10018-0,1,10.0
10018,2024-01-15 00:00:00,INV-10018-1,2,10.5
10018,2024-01-26 00:00:00,INV-10018-2,3,11.0
10018,2024-02-06 00:00:00,INV-10018-3,1,11.5
10018,2024-02-17 00:00:00,INV-10018-4,2,12.0
10018,2024-02-28 00:00:00,INV-10018-5,3,12.5
10019,2024-01-05 00:00:00,INV-10019-0,1,10.0
10019,2024-01-16 00:00:00,INV-10019-1,2,10.5
10019,2024-01-27 00:00:00,INV-10019-2,3,11.0
10019,2024-02-07 00:00:00,INV-10019-3,1,11.5
10019,2024-02-18 00:00:00,INV-10019-4,2,12.0
10019,2024-02-29 00:00:00,INV-10019-5,3,12.5
10020,2024-01-01 00:00:00,INV-10020-0,1,10.0
10020,2024-01-12 00:00:00,INV-10020-1,2,10.5
10020,2024-01-23 00:00:00,INV-10020-2,3,11.0
10020,2024-02-03 00:00:00,INV-10020-3,1,11.5
10020,2024-02-14 00:00:00,INV-10020-4,2,12.0
10020,2024-02-25 00:00:00,INV-10020-5,3,12.5
10021,2024-01-02 00:00:00,INV-10021-0,1,10.0
10021,2024-01-13 00:00:00,INV-10021-1,2,10.5
10021,2024-01-24 00:00:00,INV-10021-2,3,11.0
10021,2024-02-04 00:00:00,INV-10021-3,1,11.5
10021,2024-02-15 00:00:00,INV-10021-4,2,12.0
10021,2024-02-26 00:00:00,INV-10021-5,3,12.5
10022,2024-01-03 00:00:00,INV-10022-0,1,10.0
10022,2024-01-14 00:00:00,INV-10022-1,2,10.5
10022,2024-01-25 00:00:00,INV-10022-2,3,11.0
10022,2024-02-05 00:00:00,INV-10022-3,1,11.5
10022,2024-02-16 00:00:00,INV-10022-4,2,12.0
10022,2024-02-27 00:00:00,INV-10022-5,3,12.5
10023,2024-01-04 00:00:00,INV-10023-0,1,10.0
10023,2024-01-15 00:00:00,INV-10023-1,2,10.5
10023,2024-01-26 00:00:00,INV-10023-2,3,11.0
10023,2024-02-06 00:00:00,INV-10023-3,1,11.5
10023,2024-02-17 00:00:00,INV-10023-4,2,12.0
10023,2024-02-28 00:00:00,INV-10023-5,3,12.5
10024,2024-01-05 00:00:00,INV-10024-0,1,10.0
10024,2024-01-16 00:00:00,INV-10024-1,2,10.5
10024,2024-01-27 00:00:00,INV-10024-2,3,11.0
10024,2024-02-07 00:00:00,INV-10024-3,1,11.5
10024,2024-02-18 00:00:00,INV-10024-4,2,12.0
10024,2024-02-29 00:00:00,INV-10024-5,3,12.5
10025,2024-01-01 00:00:00,INV-10025-0,1,10.0
10025,2024-01-12 00:00:00,INV-10025-1,2,10.5
10025,2024-01-23 00:00:00,INV-10025-2,3,11.0
10025,2024-02-03 00:00:00,INV-10025-3,1,11.5
10025,2024-02-14 00:00:00,INV-10025-4,2,12.0
10025,2024-02-25 00:00:00,INV-10025-5,3,12.5
10026,2024-01-02 00:00:00,INV-10026-0,1,10.0
10026,2024-01-13 00:00:00,INV-10026-1,2,10.5
10026,2024-01-24 00:00:00,INV-10026-2,3,11.0
10026,2024-02-04 00:00:00,INV-10026-3,1,11.5
10026,2024-02-15 00:00:00,INV-10026-4,2,12.0
10026,2024-02-26 00:00:00,INV-10026-5,3,12.5
10027,2024-01-03 00:00:00,INV-10027-0,1,10.0
10027,2024-01-14 00:00:00,INV-10027-1,2,10.5
10027,2024-01-25 00:00:00,INV-10027-2,3,11.0
10027,2024-02-05 00:00:00,INV-10027-3,1,11.5
10027,2024-02-16 00:00:00,INV-10027-4,2,12.0
10027,2024-02-27 00:00:00,INV-10027-5,3,12.5
10028,2024-01-04 00:00:00,INV-10028-0,1,10.0
10028,2024-01-15 00:00:00,INV-10028-1,2,10.5
10028,2024-01-26 00:00:00,INV-10028-2,3,11.0
10028,2024-02-06 00:00:00,INV-10028-3,1,11.5
10028,2024-02-17 00:00:00,INV-10028-4,2,12.0
10028,2024-02-28 00:00:00,INV-10028-5,3,12.5
10029,2024-01-05 00:00:00,INV-10029-0,1,10.0
10029,2024-01-16 00:00:00,INV-10029-1,2,10.5
10029,2024-01-27 00:00:00,INV-10029-2,3,11.0
10029,2024-02-07 00:00:00,INV-10029-3,1,11.5
10029,2024-02-18 00:00:00,INV-10029-4,2,12.0
10029,2024-02-29 00:00:00,INV-10029-5,3,12.5
10030,2024-01-01 00:00:00,INV-10030-0,1,10.0
10030,2024-01-12 00:00:00,INV-10030-1,2,10.5
10030,2024-01-23 00:00:00,INV-10030-2,3,11.0
10030,2024-02-03 00:00:00,INV-10030-3,1,11.5
10030,2024-02-14 00:00:00,INV-10030-4,2,12.0
10030,2024-02-25 00:00:00,INV-10030-5,3,12.5
10031,2024-01-02 00:00:00,INV-10031-0,1,10.0
10031,2024-01-13 00:00:00,INV-10031-1,2,10.5
10031,2024-01-24 00:00:00,INV-10031-2,3,11.0
10031,2024-02-04 00:00:00,INV-10031-3,1,11.5
10031,2024-02-15 00:00:00,INV-10031-4,2,12.0
10031,2024-02-26 00:00:00,INV-10031-5,3,12.5
10032,2024-01-03 00:00:00,INV-10032-0,1,10.0
10032,2024-01-14 00:00:00,INV-10032-1,2,10.5
10032,2024-01-25 00:00:00,INV-10032-2,3,11.0
10032,2024-02-05 00:00:00,INV-10032-3,1,11.5
10032,2024-02-16 00:00:00,INV-10032-4,2,12.0
10032,2024-02-27 00:00:00,INV-10032-5,3,12.5
10033,2024-01-04 00:00:00,INV-10033-0,1,10.0
10033,2024-01-15 00:00:00,INV-10033-1,2,10.5
10033,2024-01-26 00:00:00,INV-10033-2,3,11.0
10033,2024-02-06 00:00:00,INV-10033-3,1,11.5
10033,2024-02-17 00:00:00,INV-10033-4,2,12.0
10033,2024-02-28 00:00:00,INV-10033-5,3,12.5
10034,2024-01-05 00:00:00,INV-10034-0,1,10.0
10034,2024-01-16 00:00:00,INV-10034-1,2,10.5
10034,2024-01-27 00:00:00,INV-10034-2,3,11.0
10034,2024-02-07 00:00:00,INV-10034-3,1,11.5
10034,2024-02-18 00:00:00,INV-10034-4,2,12.0
10034,2024-02-29 00:00:00,INV-10034-5,3,12.5
10035,2024-01-01 00:00:00,INV-10035-0,1,10.0
10035,2024-01-12 00:00:00,INV-10035-1,2,10.5
10035,2024-01-23 00:00:00,INV-10035-2,3,11.0
10035,2024-02-03 00:00:00,INV-10035-3,1,11.5
10035,2024-02-14 00:00:00,INV-10035-4,2,12.0
10035,2024-02-25 00:00:00,INV-10035-5,3,12.5
10036,2024-01-02 00:00:00,INV-10036-0,1,10.0
10036,2024-01-13 00:00:00,INV-10036-1,2,10.5
10036,2024-01-24 00:00:00,INV-10036-2,3,11.0
10036,2024-02-04 00:00:00,INV-10036-3,1,11.5
10036,2024-02-15 00:00:00,INV-10036-4,2,12.0
10036,2024-02-26 00:00:00,INV-10036-5,3,12.5
10037,2024-01-03 00:00:00,INV-10037-0,1,10.0
10037,2024-01-14 00:00:00,INV-10037-1,2,10.5
10037,2024-01-25 00:00:00,INV-10037-2,3,11.0
10037,2024-02-05 00:00:00,INV-10037-3,1,11.5
10037,2024-02-16 00:00:00,INV-10037-4,2,12.0
10037,2024-02-27 00:00:00,INV-10037-5,3,12.5
10038,2024-01-04 00:00:00,INV-10038-0,1,10.0
10038,2024-01-15 00:00:00,INV-10038-1,2,10.5
10038,2024-01-26 00:00:00,INV-10038-2,3,11.0
10038,2024-02-06 00:00:00,INV-10038-3,1,11.5
10038,2024-02-17 00:00:00,INV-10038-4,2,12.0
10038,2024-02-28 00:00:00,INV-10038-5,3,12.5
10039,2024-01-05 00:00:00,INV-10039-0,1,10.0
10039,2024-01-16 00:00:00,INV-10039-1,2,10.5
10039,2024-01-27 00:00:00,INV-10039-2,3,11.0
10039,2024-02-07 00:00:00,INV-10039-3,1,11.5
10039,2024-02-18 00:00:00,INV-10039-4,2,12.0
10039,2024-02-29 00:00:00,INV-10039-5,3,12.5
10040,2024-01-01 00:00:00,INV-10040-0,1,10.0
10040,2024-01-12 00:00:00,INV-10040-1,2,10.5
10040,2024-01-23 00:00:00,INV-10040-2,3,11.0
10040,2024-02-03 00:00:00,INV-10040-3,1,11.5
10040,2024-02-14 00:00:00,INV-10040-4,2,12.0
10040,2024-02-25 00:00:00,INV-10040-5,3,12.5
10041,2024-01-02 00:00:00,INV-10041-0,1,10.0
10041,2024-01-13 00:00:00,INV-10041-1,2,10.5
10041,2024-01-24 00:00:00,INV-10041-2,3,11.0
10041,2024-02-04 00:00:00,INV-10041-3,1,11.5
10041,2024-02-15 00:00:00,INV-10041-4,2,12.0
10041,2024-02-26 00:00:00,INV-10041-5,3,12.5
10042,2024-01-03 00:00:00,INV-10042-0,1,10.0
10042,2024-01-14 00:00:00,INV-10042-1,2,10.5
10042,2024-01-25 00:00:00,INV-10042-2,3,11.0
10042,2024-02-05 00:00:00,INV-10042-3,1,11.5
10042,2024-02-16 00:00:00,INV-10042-4,2,12.0
10042,2024-02-27 00:00:00,INV-10042-5,3,12.5
10043,2024-01-04 00:00:00,INV-10043-0,1,10.0
10043,2024-01-15 00:00:00,INV-10043-1,2,10.5
10043,2024-01-26 00:00:00,INV-10043-2,3,11.0
10043,2024-02-06 00:00:00,INV-10043-3,1,11.5
10043,2024-02-17 00:00:00,INV-10043-4,2,12.0
10043,2024-02-28 00:00:00,INV-10043-5,3,12.5
10044,2024-01-05 00:00:00,INV-10044-0,1,10.0
10044,2024-01-16 00:00:00,INV-10044-1,2,10.5
10044,2024-01-27 00:00:00,INV-10044-2,3,11.0
10044,2024-02-07 00:00:00,INV-10044-3,1,11.5
10044,2024-02-18 00:00:00,INV-10044-4,2,12.0
10044,2024-02-29 00:00:00,INV-10044-5,3,12.5
10045,2024-01-01 00:00:00,INV-10045-0,1,10.0
10045,2024-01-12 00:00:00,INV-10045-1,2,10.5
10045,2024-01-23 00:00:00,INV-10045-2,3,11.0
10045,2024-02-03 00:00:00,INV-10045-3,1,11.5
10045,2024-02-14 00:00:00,INV-10045-4,2,12.0
10045,2024-02-25 00:00:00,INV-10045-5,3,12.5
10046,2024-01-02 00:00:00,INV-10046-0,1,10.0
10046,2024-01-13 00:00:00,INV-10046-1,2,10.5
10046,2024-01-24 00:00:00,INV-10046-2,3,11.0
10046,2024-02-04 00:00:00,INV-10046-3,1,11.5
10046,2024-02-15 00:00:00,INV-10046-4,2,12.0
10046,2024-02-26 00:00:00,INV-10046-5,3,12.5
10047,2024-01-03 00:00:00,INV-10047-0,1,10.0
10047,2024-01-14 00:00:00,INV-10047-1,2,10.5
10047,2024-01-25 00:00:00,INV-10047-2,3,11.0
10047,2024-02-05 00:00:00,INV-10047-3,1,11.5
10047,2024-02-16 00:00:00,INV-10047-4,2,12.0
10047,2024-02-27 00:00:00,INV-10047-5,3,12.5
10048,2024-01-04 00:00:00,INV-10048-0,1,10.0
10048,2024-01-15 00:00:00,INV-10048-1,2,10.5
10048,2024-01-26 00:00:00,INV-10048-2,3,11.0
10048,2024-02-06 00:00:00,INV-10048-3,1,11.5
10048,2024-02-17 00:00:00,INV-10048-4,2,12.0
10048,2024-02-28 00:00:00,INV-10048-5,3,12.5
10049,2024-01-05 00:00:00,INV-10049-0,1,10.0
10049,2024-01-16 00:00:00,INV-10049-1,2,10.5
10049,2024-01-27 00:00:00,INV-10049-2,3,11.0
10049,2024-02-07 00:00:00,INV-10049-3,1,11.5
10049,2024-02-18 00:00:00,INV-10049-4,2,12.0
10049,2024-02-29 00:00:00,INV-10049-5,3,12.5
10050,2024-01-01 00:00:00,INV-10050-0,1,10.0
10050,2024-01-12 00:00:00,INV-10050-1,2,10.5
10050,2024-01-23 00:00:00,INV-10050-2,3,11.0
10050,2024-02-03 00:00:00,INV-10050-3,1,11.5
10050,2024-02-14 00:00:00,INV-10050-4,2,12.0
